houseid,mileage,census_d,census_r,drvrcnt,hhloc,hhsize,hh_0to4,hh_race,msasize,numadult,popdnsty,ref_age,ref_educ,ref_sex,wrkrcnt,hh_5to21,income,ntrip,pur_recr,pur_shop,pur_work,auttrcnt,pur_hbot,pur_nhb,no_trans,urban
19470,26,9,4,1,1,2,0,1,3,2,12,25,3,1,1,0,22500,7,0,2,2,2,0,3,0,1
19474,93,9,4,3,1,3,0,1,3,2,10,50,3,1,2,1,100000,8,1,0,0,1,5,2,0,1
19495,18,3,2,2,1,2,0,1,1,2,3,23,2,1,2,0,17500,9,2,2,4,2,0,1,0,1
19501,151,3,2,3,3,4,0,1,94,2,1,40,2,0,2,2,100000,16,0,0,2,4,8,6,1,0
19506,22,3,2,1,1,1,0,1,2,1,8,31,2,0,1,0,35571,8,0,0,3,1,1,4,0,1
19552,95,3,2,2,2,3,0,1,1,2,3,39,2,1,2,1,42500,13,2,0,0,3,4,7,1,0
19553,146,3,2,2,2,4,0,1,1,2,3,33,1,1,2,2,22500,14,1,0,2,3,9,2,1,0
19559,42,3,2,1,1,1,0,1,3,1,6,75,2,0,0,0,22500,4,4,0,0,1,0,0,0,1
19561,30,3,2,1,2,1,0,1,3,1,6,56,1,1,1,0,27500,4,0,0,2,2,2,0,1,1
19562,50,3,2,2,2,2,0,1,3,2,6,22,1,1,2,0,22500,4,0,0,4,1,0,0,0,1
19578,40,5,3,2,1,3,1,1,4,2,9,32,2,1,1,0,100000,8,0,0,2,2,6,0,0,1
19581,12,5,3,2,1,3,0,1,1,3,7,61,1,0,0,0,100000,8,0,0,0,2,4,4,0,1
19595,160,5,3,3,2,3,0,1,2,3,6,55,1,1,3,0,36153,13,0,2,6,3,2,3,0,1
19611,148,5,3,2,2,4,0,2,2,3,2,62,1,1,2,1,17500,8,0,4,4,2,0,0,1,0
19613,0,5,3,1,1,1,0,1,4,1,8,49,2,0,1,0,7500,4,0,2,2,1,0,0,0,1
19615,76,5,3,2,2,2,0,1,4,2,9,74,1,0,0,0,36153,12,8,0,0,1,4,0,0,1
19626,40,5,3,2,2,2,0,1,2,2,5,65,1,1,0,0,36153,10,5,1,0,2,0,4,0,1
19650,83,5,3,3,2,3,0,1,4,1,7,42,2,1,2,2,67500,13,2,0,1,2,3,7,0,1
19652,10,5,3,2,1,2,0,1,4,2,6,30,3,1,2,0,22500,2,0,0,2,2,0,0,0,1
19664,219,5,3,3,2,5,0,1,4,3,3,29,1,0,3,2,17500,7,0,0,4,2,3,0,0,0
19669,2,5,3,1,3,1,0,1,94,1,4,77,2,0,0,0,12500,4,0,0,0,1,2,2,1,0
19694,37,5,3,4,2,5,0,1,2,2,2,42,2,0,4,3,36153,17,4,0,7,3,4,2,1,0
19743,39,5,3,1,1,1,0,1,1,1,9,61,1,0,1,0,17500,7,2,0,2,1,0,3,0,1
19785,0,5,3,1,2,1,0,1,4,1,7,74,2,1,0,0,7500,0,0,0,0,1,0,0,1,1
19789,28,5,3,2,2,2,0,1,4,2,7,24,1,1,2,0,36153,5,0,0,4,1,0,1,1,1
19797,4,5,3,2,1,2,0,1,4,2,9,64,1,1,0,0,36153,2,0,0,0,2,2,0,0,1
19802,16,5,3,1,2,1,0,1,4,1,8,32,2,1,1,0,27500,2,0,0,2,2,0,0,0,1
19811,2,5,3,2,2,2,0,1,2,2,7,66,1,0,0,0,27500,2,0,2,0,2,0,0,0,1
19820,165,5,3,2,2,2,0,1,2,2,7,21,1,1,2,0,57500,17,2,3,5,2,4,3,0,1
19823,22,5,3,2,2,2,0,1,2,1,3,65,1,1,0,1,32500,8,2,2,0,2,2,2,0,0
19842,64,5,3,2,2,3,0,1,4,2,4,35,2,0,2,1,52500,14,0,0,5,2,5,4,1,1
19859,0,5,3,0,2,1,0,1,2,1,2,75,1,0,0,0,7500,0,0,0,0,0,0,0,1,0
19894,28,2,1,2,2,4,1,1,1,2,2,34,2,1,1,1,47500,2,0,0,2,2,0,0,1,0
19896,9,2,1,1,1,1,0,2,2,1,8,48,1,1,1,0,27500,6,0,1,2,1,1,2,0,1
19898,28,2,1,2,2,2,0,1,1,2,2,67,3,1,1,0,52500,7,2,2,0,2,2,1,0,0
19904,100,2,1,2,1,2,0,1,1,2,8,70,1,1,0,0,17500,8,0,4,0,2,0,4,0,1
19914,374,2,1,2,3,3,0,1,94,3,2,61,1,0,2,0,37500,11,2,2,4,3,2,1,1,0
19921,34,2,1,1,3,1,0,1,94,1,1,34,1,1,1,0,27500,2,0,0,2,2,0,0,1,0
19923,0,2,1,2,3,2,0,1,94,2,1,31,1,0,2,0,40565,0,0,0,0,2,0,0,1,0
19941,0,2,1,1,3,1,0,1,94,1,2,88,1,0,0,0,7500,0,0,0,0,1,0,0,1,0
19971,4,3,2,1,3,1,0,1,94,1,1,69,1,0,0,0,37500,2,0,2,0,1,0,0,1,0
19972,180,3,2,2,3,2,0,1,94,2,1,75,1,1,0,0,32500,4,0,0,0,2,4,0,1,0
19976,31,3,2,1,1,3,0,1,2,2,7,38,2,0,1,1,72500,9,1,0,1,2,1,6,0,1
19991,322,3,2,5,1,9,1,1,5,5,1,51,2,1,4,3,42500,22,0,3,8,5,9,2,1,1
20010,12,3,2,2,1,2,0,1,5,2,6,72,1,0,0,0,35571,8,0,4,0,2,0,4,1,1
20011,46,3,2,4,2,4,0,1,5,4,6,54,1,1,4,0,100000,10,4,0,2,6,4,0,0,1
20028,66,3,2,3,2,4,0,1,5,2,5,41,2,0,3,2,37500,14,0,1,4,3,7,2,0,1
20033,14,3,2,2,1,5,1,2,1,2,4,40,1,1,1,2,35571,4,0,0,0,3,2,2,1,1
20035,6,3,2,2,2,4,2,1,1,2,5,27,1,1,2,0,42500,2,0,2,0,1,0,0,1,1
20050,0,4,2,1,1,2,0,1,4,1,10,60,1,1,1,1,2500,0,0,0,0,1,0,0,0,1
20057,80,4,2,2,3,2,0,1,94,2,1,41,2,1,1,0,17500,2,0,0,2,2,0,0,1,0
20068,140,4,2,2,2,2,0,1,4,2,3,33,2,1,1,0,27500,10,0,2,4,2,2,2,1,0
20098,0,4,2,1,2,1,0,1,4,1,1,73,1,1,1,0,22500,0,0,0,0,2,0,0,1,0
20103,52,4,2,2,2,2,0,1,4,2,1,56,1,1,1,0,32665,7,0,0,0,2,4,3,1,0
20106,30,4,2,2,1,2,0,1,4,2,1,60,1,1,1,0,57500,2,0,0,2,2,0,0,1,1
20118,9,4,2,1,1,2,0,1,4,1,6,27,1,0,1,1,17500,4,0,0,2,1,2,0,0,1
20123,27,4,2,3,1,3,0,2,4,3,10,52,3,1,2,0,47500,6,0,0,2,2,0,4,0,1
20125,63,4,2,1,1,1,0,1,4,1,6,30,2,0,1,0,17500,9,0,0,2,1,0,7,0,1
20135,8,4,2,1,2,1,0,3,4,1,10,29,1,0,1,0,12500,2,0,0,2,0,0,0,0,1
20156,0,4,2,0,3,1,0,1,94,1,1,77,1,1,0,0,17500,2,0,0,0,1,2,0,1,0
20164,12,4,2,1,2,2,0,1,4,2,1,51,1,1,1,0,32665,4,0,0,4,3,0,0,0,0
20166,68,4,2,1,3,1,0,1,94,1,1,48,1,1,1,0,37500,2,0,0,2,1,0,0,1,0
20188,45,4,2,2,2,2,0,1,4,2,7,36,2,0,2,0,57500,5,0,0,4,2,0,1,1,1
20190,6,4,2,1,1,3,0,1,4,3,7,61,2,0,0,0,32665,6,4,2,0,1,0,0,0,1
20198,56,4,2,2,2,4,0,1,4,2,2,32,1,0,2,2,32665,4,0,0,4,2,0,0,1,0
20199,103,4,2,1,2,5,1,1,4,2,5,34,1,1,1,2,57500,13,0,0,2,2,10,1,0,1
20224,53,7,3,2,1,4,1,1,5,2,8,39,2,1,2,1,42500,8,0,0,3,2,3,2,1,1
20226,19,7,3,5,2,6,0,1,5,5,3,54,1,1,5,1,67500,7,0,0,3,4,2,2,1,0
20246,154,7,3,2,3,2,0,1,94,2,2,68,3,0,2,0,32100,10,0,0,2,2,0,8,1,0
20249,104,7,3,3,2,4,1,1,5,2,1,47,1,1,3,1,52500,11,0,0,6,5,2,3,1,0
20252,104,7,3,2,2,2,0,1,5,2,1,25,1,1,2,0,32500,10,2,1,3,2,2,2,1,0
20254,244,7,3,4,2,4,0,1,5,4,6,47,2,0,3,0,100000,23,0,0,4,5,12,7,1,1
20255,207,7,3,2,2,4,0,1,5,2,6,36,3,1,1,2,47500,17,1,0,2,3,11,3,1,1
20257,0,7,3,2,1,4,2,1,5,2,7,33,2,1,1,0,37500,0,0,0,0,3,0,0,1,1
20278,570,7,3,3,1,4,0,1,5,4,6,26,1,1,3,0,17500,11,4,0,5,2,2,0,0,1
20279,157,7,3,3,1,5,0,1,5,5,6,25,2,0,1,0,52500,19,2,1,2,4,7,7,1,1
20291,124,7,3,2,3,3,0,3,94,2,1,30,2,1,1,1,32100,6,0,0,2,2,4,0,1,0
20329,2,7,3,1,3,1,0,1,94,1,1,67,1,0,1,0,12500,4,2,0,0,1,2,0,1,0
20346,456,7,3,2,1,3,1,1,1,2,4,31,2,1,1,0,42500,18,0,0,0,1,2,16,0,1
20347,15,7,3,1,1,2,0,1,1,1,3,50,1,0,0,1,2500,9,0,0,0,1,4,5,0,1
20352,67,7,3,2,1,2,0,1,1,2,3,55,1,1,2,0,47500,13,4,0,4,2,4,1,0,1
20360,0,7,3,0,1,1,0,2,5,1,8,82,1,0,0,0,12500,0,0,0,0,0,0,0,1,1
20363,54,7,3,2,1,2,0,1,1,2,3,66,1,1,0,0,12500,8,0,5,0,2,1,2,0,1
20369,50,7,3,2,1,5,2,3,1,2,3,32,1,1,1,1,22500,21,4,1,2,1,7,7,0,1
20409,46,7,3,2,2,4,2,2,5,2,6,27,2,1,1,0,12500,5,0,2,1,1,1,1,1,1
20417,111,7,3,2,3,3,0,3,94,2,1,31,1,1,2,1,22500,18,0,0,4,2,8,6,1,0
20420,0,7,3,1,3,1,0,1,94,1,1,82,1,0,1,0,17500,0,0,0,0,1,0,0,1,0
20421,105,7,3,2,1,2,0,1,5,2,7,34,3,0,2,0,27500,12,0,0,3,1,3,6,0,1
20424,78,7,3,2,2,4,2,1,1,2,1,46,2,1,1,0,27500,8,1,1,0,2,2,4,1,0
20432,51,9,4,2,2,3,0,1,5,2,11,40,3,0,2,1,39593,12,0,0,4,2,4,4,0,1
20463,4,9,4,1,1,4,0,3,5,2,8,45,3,1,1,2,39593,2,0,0,2,2,0,0,1,1
20471,66,9,4,2,1,5,0,1,5,2,10,23,3,1,2,3,100000,4,0,0,4,4,0,0,0,1
20506,36,9,4,1,1,1,0,1,5,1,6,43,1,0,1,0,39593,2,0,0,2,1,0,0,0,1
20557,8,9,4,1,2,1,0,1,5,1,10,34,3,1,1,0,22500,2,0,2,0,1,0,0,0,1
20583,130,9,4,3,2,4,0,1,5,2,10,42,1,1,1,2,42500,11,0,4,2,2,4,1,0,1
20596,62,9,4,2,2,4,1,1,5,2,8,23,1,0,2,1,37500,8,0,0,2,2,4,2,0,1
20613,178,9,4,1,2,2,0,1,5,2,7,43,2,0,1,0,100000,6,0,0,2,1,0,4,0,1
20618,5,9,4,1,1,4,0,3,5,4,10,23,2,0,0,0,47500,7,0,1,0,1,3,3,0,1
20620,65,9,4,1,1,1,0,1,5,1,11,46,2,0,1,0,37500,10,2,0,0,1,2,6,0,1
20630,94,6,3,2,1,2,0,1,3,2,10,28,2,0,2,0,22500,11,0,0,2,1,4,5,0,1
20644,0,6,3,2,2,2,0,1,3,2,6,62,2,1,0,0,31005,0,0,0,0,2,0,0,1,1
20651,0,6,3,0,1,1,0,2,1,1,4,51,1,1,0,0,31005,1,0,0,0,0,0,1,0,1
20674,10,6,3,1,3,1,0,1,94,1,2,28,2,1,1,0,32500,2,0,0,2,2,0,0,1,0
20691,70,6,3,2,2,4,0,1,3,2,2,40,1,1,1,2,31005,2,0,0,0,2,1,1,1,0
20722,130,6,3,3,3,4,0,1,94,4,1,56,1,1,3,0,57500,14,0,0,6,5,6,2,1,0
20747,0,5,3,1,1,2,0,1,3,2,3,24,1,0,1,0,36153,0,0,0,0,1,0,0,0,1
20756,24,5,3,2,1,2,0,1,2,2,7,26,1,0,2,0,36153,9,0,0,4,2,1,4,0,1
20762,26,5,3,2,3,3,0,2,94,1,2,36,1,0,1,2,12500,15,2,0,1,2,9,3,0,0
20768,200,5,3,1,1,6,2,1,1,2,6,43,2,0,0,2,100000,16,6,2,0,2,8,0,1,1
20770,48,5,3,2,3,2,0,1,94,2,2,51,1,0,2,0,36153,6,0,0,4,1,0,2,1,0
20771,55,5,3,1,1,3,0,1,1,3,6,20,2,0,0,0,12500,12,1,0,0,3,1,10,0,1
20774,13,5,3,1,1,1,0,1,1,1,3,73,3,0,0,0,37500,6,2,0,1,1,1,2,0,1
20778,0,5,3,1,1,2,0,1,1,2,5,77,1,0,0,0,17500,4,0,2,0,1,0,2,0,1
20785,134,5,3,2,3,4,1,1,94,2,1,23,1,0,2,1,36153,7,0,0,2,2,4,1,1,0
20786,174,5,3,1,3,2,0,1,94,2,2,34,1,1,1,0,27500,2,0,0,2,2,0,0,1,0
20793,35,5,3,2,3,2,0,1,94,2,2,70,2,1,0,0,100000,7,0,4,0,2,0,3,1,0
20794,58,5,3,1,1,3,2,1,3,1,7,26,2,0,1,0,22500,6,0,0,1,1,1,4,0,1
20798,0,5,3,1,1,1,0,1,3,1,10,49,3,1,1,0,7500,2,0,0,2,1,0,0,0,1
20802,44,5,3,1,2,2,0,1,2,2,3,48,1,0,1,0,52500,2,0,0,2,2,0,0,1,0
20809,0,5,3,1,1,2,0,1,2,2,7,53,1,0,0,0,36153,0,0,0,0,1,0,0,0,1
20813,54,5,3,1,2,4,0,2,1,2,1,35,1,1,2,2,17500,7,0,0,2,1,4,1,1,0
20815,46,5,3,1,1,2,0,2,2,1,7,37,2,0,1,1,17500,10,2,0,2,1,4,2,0,1
20833,0,5,3,2,3,2,0,1,94,2,1,68,1,0,0,0,12500,0,0,0,0,2,0,0,1,0
20840,24,5,3,3,3,4,0,1,94,3,2,34,1,1,1,1,36153,2,0,0,2,3,0,0,0,0
20873,24,5,3,1,1,2,0,1,3,2,6,22,2,1,1,0,37500,3,0,0,2,2,1,0,0,1
20883,39,5,3,2,2,3,0,1,1,2,4,43,1,0,1,1,37500,12,2,2,2,2,4,2,1,1
20892,12,5,3,2,3,5,0,1,94,2,5,32,1,0,1,3,2500,19,0,1,2,2,9,7,1,0
20901,28,5,3,2,3,2,0,1,94,2,3,69,1,0,0,0,32500,2,0,2,0,1,0,0,1,0
20922,0,5,3,1,1,1,0,1,3,1,7,71,1,0,0,0,36153,0,0,0,0,0,0,0,0,1
20927,153,5,3,4,1,5,0,1,1,3,2,41,1,1,4,2,36153,18,3,0,8,5,1,6,1,1
20946,0,5,3,1,2,2,0,1,3,2,2,77,3,1,0,0,36153,0,0,0,0,1,0,0,1,0
20960,63,5,3,1,1,1,0,1,1,1,5,32,3,0,1,0,22500,9,4,0,2,1,2,1,0,1
20961,18,5,3,1,2,2,0,1,3,2,1,56,1,1,1,0,36153,2,0,0,2,2,0,0,0,0
20963,265,5,3,2,2,3,0,1,3,2,1,32,2,1,1,1,17500,20,0,0,2,1,8,10,1,0
20979,0,5,3,1,3,3,0,1,94,3,1,63,1,0,0,0,36153,0,0,0,0,3,0,0,1,0
20982,4,5,3,0,3,1,0,1,94,1,1,50,1,1,1,0,2500,14,0,0,3,0,1,10,1,0
20984,0,5,3,0,3,1,0,1,94,1,1,82,1,0,0,0,36153,0,0,0,0,0,0,0,1,0
20985,74,5,3,2,2,3,1,1,2,2,2,25,2,0,1,0,7500,2,0,2,0,2,0,0,1,0
20995,14,3,2,2,3,2,0,1,94,2,1,20,2,0,2,0,12500,12,0,0,0,0,3,9,0,0
20996,12,3,2,1,3,2,1,3,94,1,1,20,2,1,0,0,12500,7,4,0,0,1,0,3,0,0
21010,0,3,2,0,3,2,0,1,94,2,3,77,1,0,0,0,35571,0,0,0,0,1,0,0,1,0
21013,116,3,2,3,3,5,0,1,94,2,2,37,2,0,1,3,62500,10,2,0,2,2,6,0,0,0
21044,0,9,4,0,3,2,0,1,94,1,1,30,2,0,1,1,39593,8,0,0,1,0,2,5,0,0
21046,0,9,4,2,3,2,0,3,94,2,1,39,2,0,2,0,57500,7,2,0,2,2,2,1,1,0
21058,21,2,1,2,2,5,0,1,5,2,6,49,3,0,2,3,72500,7,0,0,4,2,2,1,0,1
21087,8,5,3,1,3,1,0,1,94,1,2,74,1,0,0,0,17500,6,0,0,0,1,2,4,1,0
21093,20,5,3,1,3,1,0,1,94,1,1,77,1,1,0,0,36153,4,0,2,0,1,2,0,1,0
21096,196,5,3,2,3,4,0,1,94,2,1,42,2,0,2,2,36153,28,0,0,2,2,11,15,1,0
21124,46,5,3,1,1,2,0,1,1,2,3,75,2,1,1,0,47500,11,7,0,0,1,2,2,0,1
21126,56,5,3,4,2,4,0,1,1,4,6,18,2,0,3,0,47500,13,2,1,4,4,1,5,0,1
21135,0,5,3,2,3,2,0,1,94,2,3,50,3,1,1,0,36153,0,0,0,0,3,0,0,1,0
21143,0,5,3,1,3,1,0,2,94,1,1,51,1,1,1,0,17500,2,0,0,0,5,2,0,1,0
21170,18,5,3,1,1,3,0,2,2,1,5,34,1,0,1,2,36153,4,0,2,2,1,0,0,0,1
21174,30,5,3,2,1,4,2,1,2,2,7,31,1,1,2,0,52500,6,0,0,3,4,1,2,0,1
21175,242,5,3,4,3,5,1,1,94,3,1,36,1,1,3,1,57500,26,0,0,5,5,9,12,1,0
21182,101,5,3,2,1,2,0,1,2,2,4,65,3,1,2,0,42500,17,0,6,2,3,0,9,0,1
21199,56,5,3,1,2,2,0,1,1,2,2,28,2,0,1,0,47500,6,2,0,2,2,0,2,1,0
21202,38,5,3,2,3,3,0,1,94,2,2,38,1,0,2,1,12500,8,0,0,4,2,4,0,1,0
21212,46,5,3,1,3,2,0,2,94,1,2,36,1,0,1,1,12500,10,0,1,1,1,4,4,0,0
21213,34,5,3,0,3,4,2,2,94,1,2,25,1,0,0,1,2500,4,0,0,0,0,4,0,0,0
21237,71,4,2,1,2,1,0,1,4,1,6,31,2,1,1,0,52500,3,0,1,1,2,0,1,0,1
21238,0,4,2,1,3,1,0,1,94,1,1,49,2,1,0,0,32500,0,0,0,0,1,0,0,1,0
21239,0,4,2,1,3,1,0,1,94,1,1,49,2,1,0,0,32500,0,0,0,0,1,0,0,1,0
21250,50,4,2,2,3,2,0,1,94,2,1,43,1,1,2,0,17500,5,0,0,4,3,0,1,1,0
21262,22,4,2,1,3,1,0,1,94,1,1,75,1,1,0,0,32500,5,0,0,0,2,2,3,1,0
21263,179,4,2,4,3,7,2,1,94,4,1,57,2,1,2,1,32665,13,0,0,2,4,6,5,1,0
21264,54,4,2,1,3,4,1,1,94,2,1,33,2,0,0,1,37500,14,0,0,0,1,8,6,1,0
21299,88,4,2,2,3,4,0,1,94,2,3,40,3,1,2,2,57500,35,9,2,1,2,4,19,1,0
21323,174,2,1,2,2,5,1,1,5,2,3,39,3,1,2,2,67500,11,0,0,3,3,4,4,1,0
21328,9,2,1,2,2,4,2,1,5,2,8,34,2,1,1,0,100000,2,0,0,2,2,0,0,0,1
21338,3133,2,1,4,2,5,0,1,5,3,4,44,2,1,2,2,40565,8,0,6,1,4,0,1,0,1
21350,115,2,1,2,2,3,0,1,2,3,3,26,2,1,2,0,47500,6,0,1,3,3,0,2,0,0
21355,136,2,1,2,2,4,0,1,5,2,5,43,3,0,1,2,100000,20,6,2,1,3,7,4,0,1
21373,0,2,1,1,1,1,0,1,5,1,11,75,1,0,0,0,17500,2,0,2,0,1,0,0,0,1
21389,10,2,1,2,2,3,0,1,5,2,7,37,1,0,2,1,32500,6,0,0,2,2,4,0,0,1
21390,6,2,1,2,2,2,0,1,5,2,7,60,1,0,2,0,40565,4,0,4,0,2,0,0,0,1
21409,4,2,1,2,2,2,0,1,5,2,6,74,1,1,0,0,40565,2,0,1,0,1,1,0,0,1
21423,40,2,1,1,1,1,0,1,5,1,11,20,1,1,0,0,2500,4,0,0,0,0,2,2,0,1
21427,5,2,1,2,2,2,0,1,5,2,2,65,2,0,0,0,40565,1,0,0,0,1,1,0,0,0
21429,102,2,1,2,2,4,0,1,5,2,8,45,2,1,1,2,57500,6,0,0,2,3,4,0,0,1
21431,23,2,1,1,1,4,0,2,5,1,8,37,2,0,1,3,27500,14,0,2,3,1,6,3,0,1
21434,50,2,1,1,1,2,0,1,5,2,9,30,2,0,1,0,57500,2,0,0,2,1,0,0,0,1
21436,26,2,1,2,1,5,2,1,5,2,8,39,3,1,2,1,100000,8,0,2,2,2,4,0,0,1
21452,86,2,1,2,2,2,0,1,5,2,3,58,2,1,2,0,47500,6,0,1,3,1,0,2,1,0
21456,94,2,1,2,1,2,0,1,2,2,6,25,2,1,2,0,67500,7,0,0,4,2,0,3,0,1
21487,52,2,1,2,2,2,0,1,5,2,5,59,1,1,1,0,47500,5,0,0,2,2,2,1,1,1
21509,350,2,1,3,2,4,0,1,5,3,7,50,1,1,3,1,100000,6,1,0,4,7,0,1,1,1
21514,13,2,1,2,2,2,0,2,5,2,11,62,3,0,1,0,32500,5,0,1,0,2,3,1,0,1
21540,103,2,1,3,1,3,0,1,5,3,7,40,3,0,2,0,67500,9,2,0,4,2,0,3,0,1
21552,4,2,1,1,2,1,0,1,5,1,8,88,1,1,0,0,40565,2,0,2,0,1,0,0,0,1
21555,96,2,1,1,2,2,0,1,5,2,8,25,2,1,1,0,77500,6,0,2,2,3,2,0,0,1
21557,122,2,1,1,2,1,0,1,5,1,8,29,2,1,1,0,57500,3,0,0,2,1,0,1,0,1
21558,6,2,1,1,2,1,0,1,5,1,8,32,1,1,1,0,40565,5,0,0,2,1,0,3,0,1
21614,21,2,1,2,2,5,0,1,5,4,9,53,2,1,1,1,100000,3,0,0,0,5,2,1,0,1
21637,56,2,1,2,2,2,0,1,5,2,12,54,2,1,2,0,40565,5,0,3,2,2,0,0,0,1
21638,0,2,1,1,2,1,0,1,5,1,8,66,1,0,0,0,40565,0,0,0,0,1,0,0,0,1
21641,43,2,1,2,1,4,0,1,5,2,7,39,1,0,2,2,62500,7,0,0,3,2,4,0,0,1
21645,24,2,1,1,1,4,2,2,5,2,11,26,2,0,1,0,100000,6,0,0,1,2,1,4,0,1
21650,85,2,1,3,2,3,0,1,5,2,12,46,1,1,1,1,62500,7,2,0,2,3,2,1,0,1
21659,86,2,1,1,2,2,0,1,5,2,12,57,2,1,0,0,22500,14,2,1,1,1,4,6,0,1
21669,0,7,3,1,3,1,0,1,94,1,1,63,1,1,0,0,7500,0,0,0,0,1,0,0,0,0
21673,506,7,3,3,1,5,0,1,1,2,6,38,1,1,3,3,100000,28,6,0,4,3,12,6,1,1
21714,16,7,3,1,1,1,0,1,1,1,3,88,2,1,0,0,32100,8,0,4,0,1,2,2,1,1
21721,19,7,3,2,1,5,1,1,1,1,2,32,2,0,0,3,100000,17,2,3,0,1,7,5,1,1
21722,72,7,3,3,1,3,0,1,1,2,2,45,3,1,1,1,77500,21,4,1,2,3,7,7,1,1
21723,6,7,3,1,1,1,0,1,1,1,3,65,1,0,0,0,67500,2,2,0,0,3,0,0,0,1
21729,28,7,3,2,1,2,0,1,3,2,9,56,1,1,1,0,37500,2,0,0,2,3,0,0,0,1
21762,8,9,4,1,1,1,0,1,1,1,2,69,1,1,0,0,17500,2,2,0,0,1,0,0,0,1
21771,214,9,4,2,2,4,2,1,1,2,2,21,1,0,2,0,17500,9,0,1,2,2,4,2,1,0
21780,66,9,4,3,2,3,0,1,1,2,3,44,1,0,2,1,22500,9,0,0,4,3,2,3,0,0
21790,42,9,4,2,2,2,0,1,4,2,5,82,1,1,1,0,39593,16,0,0,2,1,9,5,0,1
21793,106,9,4,2,2,3,0,2,4,2,2,40,1,1,2,1,52500,11,0,0,2,2,4,5,1,0
21803,14,9,4,1,1,2,0,3,4,2,9,27,1,0,1,0,39593,2,0,0,0,1,2,0,0,1
21806,22,9,4,2,1,2,0,1,4,2,10,60,1,1,2,0,39593,4,0,2,2,2,0,0,0,1
21808,16,9,4,2,1,3,0,2,4,2,10,32,1,1,1,1,12500,6,0,1,2,1,0,3,0,1
21816,0,9,4,2,2,2,0,1,4,2,9,63,1,0,0,0,22500,2,0,2,0,2,0,0,0,1
21818,30,9,4,2,1,4,1,1,4,2,9,31,2,1,2,1,39593,8,0,2,0,2,2,4,0,1
21824,28,9,4,2,3,2,0,1,94,2,2,33,1,1,2,0,7500,6,0,0,2,2,0,4,1,0
21826,290,9,4,3,2,6,0,1,1,2,1,37,2,1,2,4,39593,27,1,0,3,3,7,16,1,0
21847,32,9,4,1,1,2,0,3,4,2,9,22,2,0,1,0,39593,4,0,0,0,2,3,1,0,1
21866,68,9,4,1,2,4,0,1,4,2,7,37,2,0,0,2,47500,24,0,1,0,2,13,10,0,1
21876,8,9,4,2,1,3,0,1,4,2,4,53,2,0,1,1,42500,6,0,4,0,2,2,0,0,1
21894,16,9,4,0,3,2,0,1,94,1,1,34,2,0,1,1,7500,5,0,0,2,0,2,1,1,0
21895,82,9,4,2,1,4,0,1,4,2,5,64,1,1,1,2,37500,11,0,0,2,5,4,5,0,1
21901,278,9,4,3,2,3,0,1,4,3,9,68,3,1,0,0,100000,4,2,0,0,4,0,2,0,1
21921,0,7,3,1,3,1,0,1,94,1,1,74,1,0,0,0,2500,3,0,0,0,1,2,1,1,0
21922,66,7,3,1,2,2,0,1,3,2,2,60,1,0,1,0,17500,4,0,1,0,1,1,2,1,0
21923,80,7,3,2,3,2,0,1,94,2,1,55,1,0,2,0,47500,4,0,0,0,2,4,0,1,0
21924,140,7,3,3,2,3,0,1,3,2,1,49,1,0,1,1,32100,4,0,4,0,2,0,0,1,0
21926,81,7,3,3,1,5,1,1,3,2,8,59,2,1,1,2,57500,13,3,0,0,2,9,1,1,1
21940,157,7,3,2,3,2,0,3,94,2,1,27,2,1,2,0,37500,10,0,4,2,2,4,0,0,0
21975,36,7,3,2,1,2,0,1,3,2,7,70,2,0,0,0,32500,11,4,2,0,2,4,1,0,1
21994,0,7,3,2,1,2,0,1,3,2,8,67,2,0,0,0,32100,0,0,0,0,2,0,0,0,1
21999,102,5,3,2,3,3,1,1,94,2,4,35,2,1,2,0,36153,4,0,0,4,3,0,0,1,0
22005,115,5,3,3,3,3,0,1,94,3,1,77,1,0,1,0,12500,11,0,3,2,3,3,3,1,0
22034,14,5,3,2,3,6,0,1,94,2,3,36,1,1,1,4,12500,8,0,0,0,2,8,0,0,0
22045,74,5,3,2,3,2,0,1,94,2,2,21,1,0,2,0,27500,9,0,0,1,2,2,6,1,0
22068,3,5,3,0,3,1,0,1,94,1,2,77,1,0,1,0,7500,3,0,0,2,0,0,1,1,0
22072,16,5,3,1,3,2,0,1,94,2,2,59,1,0,0,0,7500,5,0,0,0,1,4,1,1,0
22076,108,5,3,2,3,3,0,1,94,3,5,54,1,0,0,0,12500,18,2,2,0,3,7,7,1,0
22092,56,5,3,3,2,3,0,1,3,3,6,64,2,1,2,0,32500,9,4,0,0,2,2,3,0,1
22100,100,5,3,2,1,5,0,2,3,2,4,39,3,1,1,3,36153,12,0,2,2,3,6,2,0,1
22107,0,5,3,0,1,1,0,1,3,1,5,77,1,0,0,0,36153,0,0,0,0,0,0,0,0,1
22110,0,5,3,1,1,3,1,2,2,1,7,26,2,0,1,1,2500,0,0,0,0,1,0,0,0,1
22112,12,5,3,2,1,2,0,1,2,2,6,62,3,1,2,0,42500,4,0,0,4,2,0,0,1,1
22127,69,5,3,2,3,3,0,1,94,2,2,44,2,0,2,1,37500,14,0,1,3,2,3,7,0,0
22131,36,5,3,1,3,1,0,2,94,1,2,69,1,0,1,0,36153,4,0,0,4,1,0,0,1,0
